ID,DATE,Title,Author,Subjects,Publisher,Language
qualitychangesof58conv,1977,Quality changes of hard red winter wheat stored in concrete silos,"Converse, Harry H. (Harry Hunt), 1925-;Miller, Bryon S;Graves, Albert H;United States. Agricultural Research Service. North Central Region","Wheat, Storage;Winter wheat;Silos","Washington, D.C. : Agricultural Research Service",eng
buychristma77unit,1977,How to buy a Christmas tree,United States: Food Safety and Quality Service,Christmas trees.,"Washington : Dept. of Agriculture, Food Safety and Quality Service",eng
synopsisofbiolog00klei,1978,Synopsis of biological data for the winter flounder Pseudopleuronectes americans (Walbaum) \/ Grace Klein-MacPhee,"Klein-MacPhee, Grace;United States. National Marine Fisheries Service",Winter flounder.,"[Washington] : Dept. of Commerce, National Oceanic and Atmospheric Administration, National Marine Fisheries Service",eng
tomokan1978roll,1978,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
solarprojectgas1979,1979,"Solar project description for Florida Gas Company's single family residence, Winter Springs, Florida",United States: Dept. of Energy,Solar houses--Florida--Winter Springs;Solar energy--Florida--Winter Springs.,Washington : Dept. of Energy,eng
tomokan1979roll,1979,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
growingchristmas00whit,1979,Growing Christmas trees in North Carolina,"Whitfield, Fred E. (Fred Elwood), 1914-;North Carolina Agricultural Extension Service;North Carolina. Division of Forest Resources",Christmas trees;Christmas trees,"Raleigh, N.C. : N.C. Agricultural Extension Service",eng
CAT92272903,1979,"Winter diets of elk and deer in the Blue Mountains, Oregon","Skovlin, Jon M;Vavra, Martin;Pacific Northwest Forest and Range Experiment Station (Portland, Or.);United States. Forest Service. cn",Deer Oregon Food;Elk Oregon Food;Deer Oregon Wintering;Elk Oregon Wintering,"Portland, Or. : Pacific Northwest Forest and Range Experiment Station, U.S. Dept. of Agriculture, Forest Service",eng
effectivenessofw00funk,1979,"Effectiveness of Wilt Pruf, Vapor Gard, Exalt 4-10 and mulching for reducing winter desiccation of three taxa of broadleaf evergreens","Funk, Keith Michael.",Plants--Winter protection;Ornamental evergreens--Kansas.,Kansas State University,eng
noevalleyvoice11unse,1979,Noe Valley Voice,,Red-Haired Robber;Solar Power;Voice Vacation;Editorial - Endorsements;Letters 15\u00a2;Independent Bank;Election Results;Friends of Noe Valley Grants;Mini News;24th Street Master Plan;Community Crosstalk;Noe Valley Wildlife;Artifacts;Batik;The Arts;Mime Troupe;Community Music Center;Book Review;Classism;Harry Aleo;Welcome to Neo Valley (fiction);The Questing Person;Storetrek;Classifieds;Christmas Shops;Calendar;Ongoing Events.,,eng
tomokan1980roll,1980,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
noevalleyvoice10unse_2,1981,Noe Valley Voice,,Mom & Pop Stores;Beauty Shops;Editorial;Letters;Community Crosstalk;Bank;Mini-Park;Special Use;Roxey McCunn;Rumors Behind the News;Short Takes;Across the Boards;More Mouths to Feed;The Fairviews of the Valley (fiction);Alternative Christmas Gifts;Books Reviewed;Classifieds,Noe Valley Voice,eng
tomokan1981roll,1981,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
tomokan1982roll,1982,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
tomokan1983roll,1983,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
noevalleyvoice10unse_4,1983,Noe Valley Voice,,Oral History;Business & Professionals Assn. Christmas;Finnegan's Wake to Lose Lease;Alan Splet Oscar Winner for Sound;Smokeout cartoon;Mother Teresa's Helpers;Letters;Voice Vacation;Creativity Explored;Debra Aarens Pool Winner;Clipper Street update;Short Takes;Green Brothers Remember;Gene Marine;Rumors;More Mouths;Book Review;More Books;Poems;Ministry Thanksgiving;Class Ads;Calendar;Zippy.,Noe Valley Voice,eng
glenparknewsunse_5,1983,Glen Park News,,Annual General GPA Meeting;Glen Canyon Park cleanup;Sheriff's Work Alternative Program (SWAP);Downtown Glen Park street trees;development;condominum units;San Francisco City Planning Commission;GPA meetings;GPA dues;Glen Park News;BART parking lot;Glen Park crime prevention;Benefit Christmas Party;help wanted,Glen Park Association,eng
tomokan1984roll,1984,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
energeticrespons00shum,1984,Energetic responses of avian granivores to winter in northeast Kansas,"Shuman, Theresa Warnock.",Granivores--Wintering;Sparrows--Wintering;Mourning dove--Wintering,Kansas State University,eng
noevalleyvoice10unse_5,1984,Noe Valley Voice,,"Noe Valley Christmas;St. Luke's Dr. Marc Snyder;Walter Locker, Mr. Fix-It;Zippy;Voice Vacation;Correction;Strike at Miz Brown's;Hospice;Theater's of the Mission;Short Takes;Misha Yagudin, Musician;Museum of Modern Mythology;California Institute of Integral Studies;Rumors;Room at the Inn;Valley Voices, poems by Penny Guinn and Bill Yard;Across the Boards;More Books;Class Ads;Calendar;Zippy.",Noe Valley Voice,eng
noevalleyvoice01unse_6,1984,Noe Valley Voice,,"Robert Pritikin's Mansion;Rent Control;Romance in Noe Valley;Cartoon;Star Bakery;Merchants Christmas;Short Takes;Red Iris Gallery Closes;Willie Clafin's Puppets;The Philosopher's Stone;Poems;First Ride (photo essay);Kira Eldemir, Dentist;Across the Boards;More Books;Rumors;Class Ads;Calendar;Zippy.",Noe Valley Voice,eng
tenderlointimes911unse_0,1985,Tenderloin Times,,Ethiopians;Eritreans;Shelters Overflow in Winter Rain;Adult Reading;AIDS & Drugs;Ask the People: How Do you Feel about Christmas?;AIDS Vigil in UN Plaza;Speed Use in TL;Homeless Women's Special Plight;Powell Hotel;Inshort: public toilets;Tenderloin Childcare Center;Anti-apartheid campaign;Glide Memorial Methodist Church;Kathy's Launderette busted;Tenderloin Festival of Lights;North of Market Planning Coalition's Housing Committee;Tenderloin Development Projects;Hotel Inspection Debate Continues;Don Stewart;Newman's Gym;Greening the Tenderloin;The Tenderside;Eatin' the Loin;Calendar;Tenderloin Writers Workshop--poetry;Getting General Assistance;Tenant Victories;Preventing Senior Suicides;Senior Space;Working in the Tenderloin;Buddhist Tradition in TL;TL Thanksgiving;Cambodian Cultural Society: \Where is Freedom?\;Hatley-Martin Art Gallery,Central City Hospitality House,"eng"",""Vie"",""Khm"",""Lao"
singinswinginget00angel,1985,Singin' and swingin' and gettin' merry like Christmas,"Angelou, Maya, 1928-","Angelou, Maya, 1928-;Authors, American;United States Negroes, Angelou, Maya Biographies",London : Virago,eng
teledyneryanachi19jack,1985,Teledyne Ryan Achiever,Jack G. Broward (editor),"December, 1985",Teledyne Ryan Aeronautical Company,eng
tenderlointimes91unse,1985,Tenderloin Times,,"City-Funded Tenderloin Hotels A Mess;\The Killing Fields\ review;Khmer family in U.S.;Ask the People: How Do You Rate 1984?;Mental Health Contract;Bayview-Hunter's Point Foundation for Mental Health;Jesse Jackson;Rainbow Coalition;Dr. Allen Gunn-Smith;Leonard Frank;Khmers in the Tenderloin;Silen Nhok interviewed;Urban Development Action Grant;Hotel Rehabilitation Project history;The Tenderside;Keeping Warm in Winter;Eatin' the Loin, Tenderloin Writers Workshop--poetry;Calendar;Mikio Kondo--TL artist;The Saloon;Lisa Kindred;Johnny Nitro;TL Fair Jan. 26;Fighting Rent Increases",Central City Hospitality House,eng
tomokan1985roll,1985,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
tenderlointimes1011unse,1986,Tenderloin Times,,"Buildings Empty while Thousands Sleep on Streets;General Assistance Reform proposed;Children in Tenderloin;AIDS Program Ignores Minorities;Ask the People: The best gift you ever gave or received?;House Log;Homeless Families Juggled from Streets to Shelters;Children of War tour;Hastings Diverted Scholarships to Real Estate;Vietnam Open for US Tourism;Vietnamese Refugee Faces Contradictions;Henry Lim;206 Jones Street blaze;Inshort: Festival of Lights;Black Christmas Carol;United States Mission's new shelter;Lyric Hotel;Farmers' Market;TL election results;Theap Kong, Cambodian Dancer;Cambodian Royal Ballet;The Tenderside;Aarti Hotel;Will Rogers;Mark Twain Hotel;Newcomer School;Joseph Lamphere dies on street;Bay Area Women's Resource Center;Homeless Families Sue Reagan;Older Gay Men's Rap Group;Facts on TL Families;TL Art Beat;film review: \Next of Kin\;Club 181 political comedy;Dave Lippman;Dominique DiPrima;Mien Women Embroider;Eatin' the Loin: Carlos Goldstein's Tijuana Taqueria;Patrick Goldsmith;Tenant Tips: Ask Randy;The Farm to be evicted;Marilyn Goode;Tenderloin Writers' Workshop: poetry",Central City Hospitality House,"eng"",""vie"",""khm"",""lao"
tomokan1986roll,1986,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
tenderlointimes101unse,1986,Tenderloin Times,,Sequoia Hotel fire;Homeless deaths;355 Eddy Street tenants protest;Ask the People: What is your attitude about the new year?;House Log;Emergency Clinic to close;health care clinics in shelters;Father Alfred Boeddeker;City Hall protest for public bathrooms;MUNI Fares hiked;Inshort: Anti-rent control bill in state senate;Hospitality House Mental Health Center;Hotel Conversion Watch;new bus shelters;new recreation center;Homeless Xmas party with Mayor;The Tenderside;Welfare Woman Wants Work;Cam Hung restaurant;Chinese Buddhist Temple children's program;Blue Lamp piano bar;Christmas carolers;\Color Purple\ movie review;Cadillac Players;Senior Space: Pension Blues;Tenderloin Writers Workshop--poetry,Central City Hospitality House,"eng"",""vie"",""khm"",""lao"
glenparknewsunse_16,1986,Glen Park News,,Pedestrian crosswalk;Monterey Boulevard;Diamond Street;San Jose Avenue;Sapunar Realty;Glen Park Association Planning and Zoning Committee;Catholic Archdiocese;St. John's Elementary School;GPA Board Roster;GPA meeting;Crime Stats;Graffiti;membership application;repaving;Cheney and Diamond Streets;Christmas benefit;holiday mailing tips;Open Space CAC;Bruce Bonacker;Bayview\/Hunter's Point march;Glen Park Gymnasium;Friends of Glen Canyon Park,Glen Park Association,eng
teledyneryanachi31112jack,1987,Teledyne Ryan Achiever,Jack G. Broward (editor),"November - December, 1987",Teledyne Ryan Aeronautical Company,eng
influenceofovers459hanl,1987,Influence of overstory on snow depth and density in hemlock-spruce stands : implications for management of deer habitat in southeastern Alaska,"Hanley, Thomas A;Rose, Cathy L;Pacific Northwest Research Station (Portland, Or.)",Deer Habitat Alaska;Deer Wintering Alaska;Western hemlock Alaska;Sitka spruce;Deer;Deer;Western hemlock;Sitka spruce,"[Portland, Or.] : U.S. Dept. of Agriculture, Forest Service, Pacific Northwest Research Station",eng
tomokan1987roll,1987,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
treewrapsmicrosp00rieg,1987,Tree wraps and microsprinkler irrigation for freeze protection of young citrus trees,"Rieger, Mark",Citrus fruits--Frost protection;Plants--Winter protection;Trees--Frost protection.,"Gainesville, FL,",eng
christmasprogram00unit,1988,"Christmas program, Unity Preschool, December 20, 1988","Unity Preschool (Fort Wayne, Indiana.)","Unity Preschool (Fort Wayne, Indiana.);Early childhood education;Nursery schools;Education, Preschool",,eng
noevalleyvoice10unse_9,1988,Noe Valley Voice,,Architect Bernard Maybeck;Mayor Agnos on Noe Valley;Photographer Ed Buryn;Voice Vacation;Letters;McAteer High Asbestos Removal;Live Music in Bars;Jamestown Center;Artist Rene Castro;Short Takes - Vintage Lick Photos;Alzheimer's Training;Choral Festival;Craft Fairs;Emergency Food Box;Alvarado Christmas Post Office;S.F. School Volunteers;McAteer Potluck;Girls Chorus;Senior's Home-Sharing;Cradle of the Sun Stained Glass;Landmarks Maybeck;Music Festival;More Groups;Refugee Groups;Poem by Bert Hubinger;Christmas Remembrance;Rumors;More Mouths Bonnie Rose Pavich Weaver;More Books;Class Ads;Calendar;Zippy,Noe Valley Voice,eng
pagesofmusic00johns,1988,Pages of music,"Johnston, Tony, 1942-;DePaola, Tomie, 1934- ill",Music;Christmas,New York : G.P. Putnam's Sons,eng
religiousfreedom00gali,1988,Religious freedom a continuing debate : Christmas in the public school curriculum,"Galitzer, Janis Clare.",,Kansas State University,eng
teledyneryanachi412jack,1988,Teledyne Ryan Achiever,Jack G. Broward (editor),"December, 1988",Teledyne Ryan Aeronautical Company,eng
tomokan1988roll,1988,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
comparativerespo00glen,1989,Comparative responses of five sympatric species of mice to overwintering colonies of monarch butterflies in Mexico,"Glendinning, John Ingersoll",Mice--Food;Monarch butterfly--Wintering;Mice--Reproduction.,"Gainesville, FL,",eng
teledyneryanadec43jack,1989,Teledyne Ryan Achiever,Jack G. Broward (editor),"December, 1989",Teledyne Ryan Aeronautical Company,eng
noevalleyvoice10unse,1989,Noe Valley Voice,,Merchants Christmas; Mural Project; Ruth Asawa interview; Poem; Aleo window; Alvarado school; School of the Arts; Enrique Bachinelo; Castro Theater;  Book Club; Storetrek column; Short Takes items; Rumors column; Florence column; Calendar,Noe Valley Voice,eng
tomokan1989roll,1989,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
New_Bernal1989_12,1989,New Bernal Journal,,The Earthquake; Clean-up and Repairs after Earthquake; Community Violence; From the Editor; Realtors: Bernal Property Values after Earthquake; Cortland Avenue Bank Robbery; Alemany Notes; Neighborhood Building Controls; Small Business Advisory; Bernal Hill Sidewalk Astronomer; Bernal Block Club Helps Neighborhood; Library Unshaken after Earthquake; Health Focus: Stress and Trauma; Astro-Rap; San Francisco Natural History: The Franciscan Region; Youth News; Peggy's Place: GED Program at Bernal Heights Neighborhood Center; Feelings about Our Earthquake; Senior News; Food Programs for Seniors; Santa Claus Seen in Bernal Heights; Christmas Activities for Seniors; Classifieds; Bernal Bulletin Board; Action Jackson; Getting Things Done: Quake-Ready,Bernal Heights Community Foundation,"eng"",""spa"
christmasconcert00byer,1989,"Christmas concert December 2, 1988","Byerly, James W.",,Kansas State University,eng
noevalleyvoice1310unse,1989,Noe Valley Voice,,Merchants Christmas;Buena Vista Mural;Ruth Asawa;Mistle-Tow;Poem by Thom Gunn;Aleo Windows Smashed;Alvarado School;School of the Arts;School Budgets;Enrique Bachinelo;Noe Courts;Castro Theater;Noe Valley Book Club;Storetrek Carroll's Books and Gina's Tarot and The Treat Shop and Colorcrane;Short Takes Wind in the Willows;Treecycle;Earthquake Dream Study;Tutors Needed;Koban;Singing Rainbows;Recycling;Self-Help;Mission Library;Recital Hall;Helping the Homeless;Castro Tour;Fiesta;Rumors;Florence The Gift;More Mouths Nicholas Robert Datesman;Class Ads;Calendar;Zippy,Sarah Smith & Jack Tipple,eng
ludfordboxachris00alde,1989,"The Ludford box and \""A Christmass-box\"" : their contribution to our knowledge of eighteenth century children's literature","Alderson, Brian",,"Los Angeles : Dept. of Special Collections, University Reasearch Library, University of California",eng
New_Bernal1989_02,1989,New Bernal Journal,,BHCF Congress; Conservativation Corps; Alemany Youth Worker; Soul Food Dinner; Fundraising Dinner Success; Central Park Behind The Library; VISTA Job with SHARE; St. Luke's Free Physician Referral Service; Massage Healing; Good Samaritian Community Center; BHCF Update; Bernal Hilltop; Hispanic Outreach Committee; Children's Books; St. Valentine's Day; Movie Review; Christmas at BHCF; Bernal Library; East Slope\/South Slope Update; Book Review; Alemany Notes; Mayor Meets with Newspapers; Arts and Entertainment; Subsidized Housing Scheme Uncovered; Free Van For Bernal Heights Seniors;,Bernal Heights Community Foundation,"eng"",""spa"
abrahamlincolnt00linc,1989,"Abraham Lincoln and the Trent Affair, Christmas, 1861 : a holiday exhibit at the Louis A. Warren Lincoln Library and Museum, 1989",Lincoln National Life Insurance Company,"Lincoln, Abraham, 1809-1865;Trent Affair, 1861","Fort Wayne, Ind. : Lincoln National Life Insurance Company",eng
noevalleyvoice1410unse,1990,Noe Valley Voice,,William Eisman;Armed Robbery;Bill Griffith;Voice Vacation;Letters 25\u00a2;Poem by Jon Sindell;Sex Education;Artie McKenna obit;Dr. Jerry Franz;24th Street The Way It Was;York Theater;Earthquake Preparation;What's in the Library;Bylines Medical Decisions;Kids Opera;Florence;The Christmas Card Compulsion;Short Takes Witness Program;Noe Calendar;Head Start;Recycling;Tree Cycling;Film Locations;Quake Relief;Winter in Mexico;MistleTow;Holiday Giving;Rumors;More Mouths;Jordan Ann Hollarsmith;Poem;Marie Henry;More Books;Class Ads;Calendar;Zippy,Sarah Smith & Jack Tipple,eng
americancornucop00kath,1990,American cornucopia : treasures of the Winterthur Library,"Katharine Martinez, editor.",Winterthur Library;Decorative arts-- Library resources-- Delaware--Wilmington;Rare books -- Library resources-- Delaware-- Wilmington;United States -- Civilization -- Library resources -- Delaware-- Wilmington.,"Henry Francis du Pont Winterthur Museum, Winterthur, Del.",eng
teledyneryanac9000bnic,1990,"Teledyne Ryan Achiever, Dec. 1990",B. Nicki De Necochea (editor),"December, 1990",Teledyne Ryan Aeronautical Company,eng
tomokan1990roll,1990,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
teledyneryanachi00unse,1991,"Teledyne Ryan Achiever, Dec. 1991",,"December, 1991",Teledyne Ryan Aeronautical Company,eng
guidetomicrofich00thom,1991,"guide to the microfiche edition of Trade catalogues at the Winterthur Museum, part 2","Thompson, Eleanor McD.",Henry Francis du Pont Winterthur Museum;Commercial catalogs--Bibliography;Merchandising--Bibliography--Microform catalogs;Commercial products--United States--Bibliography--Microform catalogs,University Publications of America,eng
New_Bernal1991_12,1991,New Bernal Journal,,St. Anthony's \School Families\; Suspect Sought in Rape Case; \Christmas in April\ Free House Repairs; Walking the Beat; Garden Celebration; Arts & Entertainment; Origin of Christmas Kettles; Environment: Urban Forest on the Hill; Bernal Hilltop Natural History: Growth Habits of Native Coastal Prairie Plants; Youth News; Astro-Rap,Bernal Heights Community Foundation,"eng"",""spa"
tomokan1991roll,1991,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
terrywintersbroc1829phil,1991,Terry Winters [brochure \/ text by Lisa Phillips].,"Phillips, Lisa.","Winters, Terry Exhibitions.",Whitney Museum of American Art,English
noevalleyvoice1510unse,1991,Noe Valley Voice,,Noe Valley Community Store;Recession;Sally Brunn obituary;Letters 29\u00a2;PG&E Construction;Voice Vacation;Cecil Williams;Isa Hair Salon Fire;John Winters obituary;Video Producer Allan Kessler;Panhandler;Short Takes;Noe Courts;Santa;School of the Arts;Earthquake Prep;Holly Near;Prayer Wheels;Green City;Pie-Eating Contest;Hebrew School;Historian Mae Silver;Astrologers;New Pastors;Florence;A Shaggy Dog Story;More Books;Rumors;Storetrek;Mia's Flowers;Classy Sweats;More Mouths;Ryan Bradley McLeod;Class Ads;Calendar;Zippy,Sarah Smith & Jack Tipple,eng
New_Bernal1991_11,1991,New Bernal Journal,,Mayoral Candidates Visit Bernal Hill; Bernal Selected for \Christmas in April\ Program; Crew Theater; Arts & Entertainment: Bernal Playwright; Fiesta on the Hill!; Community Service; Walking the Beat,Bernal Heights Community Foundation,"eng"",""spa"
New_Bernal1992_06,1992,New Bernal Journal,,Carnaval; Closure Bernal Bank of America Branch; Caravan For Peace; Neighborhood Views; Make-A-Circus Organization; Youth & Seniors: Senior Health Fair; Christmas in April Photo Essay; Bernal Hilltop Natural History: Spring Bulbs; Book Review: Boy Into Man; Community Policing; Library News; Astro-Rap,Bernal Heights Neighborhood Center\/Bernal Heights Community Foundation,"eng"",""spa"
richmondreview45unse,1992,Richmond ReView,,"Arboretum swans;missing & still a mystery;Asian smoking patterns;UCSF study;Barter your wares;BX International;Baseball - coaches needed;youth league signups;Blues at Palace of Legion of Honor;Chinese New Year;Year of the Monkey;Clary, Raymond;feature, obit.;Community Boards program;forum, parking disputes;Degemann, Gerhard;feature, International Kitchens;Friends of the Urban Forest;Offers trees to district;Geary Blvd. Merchants Association;Meeting w\/ Alioto, Winters, Monroe;George Washington H.S. Eagles;Basketball playoffs possibility;History;Rich. sand dunes w\/ cable car house freestanding;Hon, Maria;Reuse;Jacoby\/Chatham, Laura;Woman's Heritage Museum, Trina Robbins, Studio 5;Lee, John M.;Q & A: Right time to refinance, sell, etc.;National Heart Month;Pacific Medical Center program;Palace of the Legion of Honor;Closing for remodeling & seismic upgrade;Perrigan, Dana;Matrimony completes a man;Presidio Library;Literary Hoax;Redistricting, Political;Masters Plan approved, local shakeup;Sears;Mini mall planned w\/ Office Club & Toys R Us;SF Recreation & Park Dept.;Volunteers sought to fight aliens;Smoking;Quitline, Tobacco Free Project;Tyson, Eric;Mutual funds savings plans for employers;YMCA (Richmond);Kicks off 1992 fundraising drive",Paul Kozakiewicz,eng
New_Bernal1992_10,1992,New Bernal Journal,,Gang Prevention Project; SF Open Studios; Bernal Heights Housing Corportation Celebrates First Year; Christmas in April; Fiesta on the Hill; Youth & Senior News: Issues of the Nineties; Bernal Hilltop Natural History: Native Orchid; Health Focus: Children and Herbs; Astro-Rap,Bernal Heights Neighborhood Center\/Bernal Heights Community Foundation,"eng"",""spa"
tomokan1992roll,1992,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
noevalleyvoice1610unse,1992,Noe Valley Voice,,Bill Clinton;White Light Christmas;125 New Trees;Letters 29\u00a2;Lehr's German Specialties;Walter McGrew;Card Collectors;Local Schools Needs;Mural House;Rancho San Miguel;Police Beat;Keep Alert;Robberies and Burglaries;Terry Sand;Quakebusters;Short Takes;Christmas Concerts;Sidewalks;Hotcakes at Lick;Giving Season;Upper Noe Rec Center;Bethany Minister;Florence's Family Album;Requiem for a Mustang;Rumors;Women's Datebook;More Mouths;Amy Louise Williams;Books;Groups;Calendar;Zippy,Sarah Smith & Jack Tipple,eng
New_Bernal1992_04,1992,New Bernal Journal,,Saving the Bernal Library; Bernal Filmmaker Debra Chasnoff Wins Academy Award; Bernal Agenda Campaign; Christmas in April; Youth & Seniors: Carnaval Celebration; Bernal Hilltop Natural History: Fields of Gold; Mayor Jordan Supports Market Heights; Bernal Playground; Health Focus: Earaches; Bernal's New Fire Truck; Astro-Rap,Bernal Heights Community Foundation,"eng"",""spa"
richmondreview53unse,1992,Richmond ReView,,"Brophy, Lori;My favorite cop;Carjackings;Comm.\/Forum;City College;ESL program at Lincoln;Coronet Theater;closed for remodeling free;Cuadra, Sandy;Environmental officer;Demolition Control Ordinance, Residential Rezoning, Demolitions: Planning Code rewrite;housing activists angered over latest plan;Elections;Mixed results;Environmental Officers, Sandy Cuadra;Fort Point;candlelight exploration;Fourth Trimester;Geary Blvd. Merchants Association;Blvd. cleanup;George Washington H.S. Eagles;lose rematch w\/Galileo for championship;Hadassah;fighting for persecuted Jews;History;Public Health Hospital in 1874 free;Jacoby\/Chatham, Laura;Kozak gets merchant award, Senior Action Network, Plough & the Stars play;Jordan, Mayor, Police Chief;$200,000 HUD grant for SEED;Lee, John M.;rumor Demo. pres. weaken RE market;Mervyn's;grand opening;Mosher, Mark;Time to build bridges w\/neighborhood;P.G.&E.;Power out in District;Perrigan, Dana;A cold day in my apartment;Richmond Area Multi-Services, Inc. (RAMS);starts Asian counseling services;Richmond Hills Manor Family Center;Feature w\/profiles;Richmond Police (Station);Brophy, \\My favorite cop,\\;Richmond Police (Station);Officer (Yip) shoots attacker;Ryder, Joanne;wrote Dancers in the Garden;Sacramento Street Merchants Association;Street party;Schikore, Karla;YMCA vol. of the year;Seniors;Gold Card;St. Anne's Senior Home;Christmas boutique free;St. Mary's Hospital and Medical Center;new CEO Mary Ann Thode;Tyson, Eric;Homeowner retirement decisions;Water Reclamation project;meetings start;YMCA (Richmond);vol. of year (Darla Schikore)",Paul Kozakiewicz,eng
richmondreview47unse,1992,Richmond ReView,,"Asian Gardens (GG Park);Tour;Cafe Riggio;Tradition continues;Cisterns;meeting slated;Family Center Program (100 Masonic);Geary Blvd. Merchants Association;Meeting w\/Hsieh & safety plan;Golden Gate Park;$76 million bond measure to voters;Golden Gate Park;GG Park Band 110th anniversary;History;Playland at the Beach;Jacoby\/Chatham, Laura;Lamplighters, quakes, lead poisoning, San Remo, foil ball;Jordan, Mayor Frank;Clean streets, citizen watch groups, quake preparedness;Keeve, Damon;Lee, John M.;Estate planning;Lee, Stanley;Rich. police officer  LETTERS TO THE EDITOR;No \\` Chinatown\\, YMCA correction, J. Kahn clubhouse;Myrtle, the swan;Coming home;Napa, Rico;Coliseum Theater;Perrigan, Dana;Service with a smile;Playland 'at the Beach' (parcels 3 and 4);Developer seeks more time;Playland 'at the Beach' (parcels 3 and 4);Historical  Recycling;Richmond booth free;Richmond Area Multi-Services, Inc. (RAMS);mental health clinic burglarized;Richmond Hills Manor Family Center;$7,500 check from Sunset;Richmond Police (Station);Captain Winters update on crime, forum;Richmond Police (Station);Five murders in District;Richmond Police (Station);Gypsy scammers prey on elders;Ton Kiang Restaurant Takeover;Tyson, Eric;Beating the tax man",Paul Kozakiewicz,eng
New_Bernal1993_06,1993,New Bernal Journal,,Community Policing; Neighbors Fight for Popular Librarian; Eugenia Garden; Cortland Renaissance; Christmas in April; Youth & Senior News: Budget Cuts; News From the Library Muse; Bernal Heights Natural History: Wild Buckwheat,Bernal Heights Neighborhood Center,eng
tomokan1993roll,1993,Tomokan,Rollins College,"Rollins College (Winter Park, Fla.) -- Students -- Yearbooks",Rollins College,eng
richmondreview512unse,1993,Richmond ReView,,"Asian women;warned of cancer risks;Clement St. Produce Markets;Battle to regulate heats up;Cub Scouts;Pack 12 Clement cleanup free;French\/Kaiser Hospital;Remodeled as maternal, childcare center;George Washington H.S.;Cellular plan dropped;Golden Gate Park;Goose poaching on upswing;Golden Gate Park;Horse Stables  Golden Gate Park;Private funding plan floated;Golden Gate Park;Shakespeare in the Park;Golden Gate Park;Tales of \\voluntary\\ homeless in park;Gordon, Daniel;artist,  History;View of Calif. St.\/20th Ave. in 1900 freestanding;Inside\/Out;Guide to the arts brief;Jacoby\/Chatham, Laura;SF Beautiful, Holy City Zoo, St. Mary's, SF Food Bank;Jordan, Mayor Frank;Effort to keep the SF Giants;Kopp, Quentin;Richmond Town Hall meeting;Lead Poisoning;how to prevent video brief;Lee, John M.;Title insurance solutions;Lion's, Park Presidio;Golf tournament brief;Mid Winter Fair;Two exhibits planned brief;Mt. Zion Crisis Clinic (Westside Community Center?);Vows no service cuts despite move;Perrigan, Dana;Memories of high school;Presidio Army Post\/Park;Congressional effort to limit size fails;Richmond Police (Station);Arrest in Java Source machete hacking;Richmond Transport Project (sewers);New PAR\/DPW task force created to monitor;SF Code books;available brief;Shakespeare in the Park;Tyson, Eric;Most common errors, regrets of financial investing;Utility undergrounding;Presidio Heights\/Sutro Heights proceeds;Who's Coming, Going",Paul Kozakiewicz,eng
New_Bernal1993_10,1993,New Bernal Journal,,5th Annual Fiesta on the Hill: Dr. Loco; Community Policing Program; Bernal Library Committee in Action; NBJ 30th Anniversary Highlights Photo Essay; Youth News: Bernal Heights Mural Project; Youth Employment Program; Senior News: BEST Program; Christmas in April; Virginia Walk Gardens; Sewer on the Hill; Holistic Learning on the Hill; AstroRap,Bernal Heights Neighborhood Center,eng
